1.定价延迟下企业产品质量决策研究,批准号：71801209,申请代码：G0102,项目类别：青年科学基金项目,项目负责人： 刘彦,资助经费：18.0（万元）,批准年度：2018,结题年度：2021,依托单位： 中国科学技术大学,关键词： 报童模型； 库存理论； 定价延迟； 供应链管理； 产品质量
2.搜索类平台对厂商产品质量劣化的作用机制研究,批准号：71773064,申请代码：G0309,项目类别：面上项目,项目负责人： 曲创,资助经费：47.0（万元）,批准年度：2017,结题年度：2021,依托单位： 山东大学,关键词： 质量劣化； 搜索类平台； 网络中立； 双边市场； 规制
3.出口专业化，产品质量升级与经济增长效应研究,批准号：71803179,申请代码：G0305,项目类别：青年科学基金项目,项目负责人： 岑丽君,资助经费：17.0（万元）,批准年度：2018,结题年度：2021,依托单位： 浙江工业大学,关键词： 增长效率； 质量阶梯； 质量升级； 出口专业化
4.农业企业：企业社会责任行为与农产品质量安全保障研究,批准号：71773031,申请代码：G0311,项目类别：面上项目,项目负责人： 欧晓明,资助经费：47.0（万元）,批准年度：2017,结题年度：2021,依托单位： 华南农业大学,关键词： 农业企业； 食品安全； 均衡模型； 企业社会责任； 行为选择
5.合作社农产品质量治理：基于成员层面的理论与实证研究,批准号：71773044,申请代码：G0311,项目类别：面上项目,项目负责人： 蔡荣,资助经费：47.0（万元）,批准年度：2017,结题年度：2021,依托单位： 南京财经大学,关键词： 契约制度； 治理机制； 社会资本； 合作社； 农产品质量
6.挤压成形工艺能耗与产品质量强耦合机理及多源协同调控,批准号：51805066,申请代码：E0510,项目类别：青年科学基金项目,项目负责人： 李洪丞,资助经费：23.0（万元）,批准年度：2018,结题年度：2021,依托单位： 重庆邮电大学,关键词： 挤压成形； 温度场均匀性； 轻金属零件成形； 多源能耗调控； 能耗与质量耦合
7.互联网信息级联效应下木质林产品厂商的质量行为研究,批准号：71803025,申请代码：G0311,项目类别：青年科学基金项目,项目负责人： 郑义,资助经费：18.0（万元）,批准年度：2018,结题年度：2021,依托单位： 福建农林大学,关键词： 林业企业； 信息级联； 木质林产品； 互联网； 产品质量
8.碳纤维气凝胶基异质结光催化材料的构筑及其性能研究,批准号：51762041,申请代码：E0208,项目类别：地区科学基金项目,项目负责人： 陈琳,资助经费：37.0（万元）,批准年度：2017,结题年度：2021,依托单位： 新疆维吾尔自治区产品质量监督检验研究院,关键词： 碳纤维气凝胶； 石墨相氮化碳； 降解； 光催化； 异质结
9.SPS措施与农产品质量升级的耦合机制研究,批准号：71673087,申请代码：G0311,项目类别：面上项目,项目负责人： 董银果,资助经费：48.0（万元）,批准年度：2016,结题年度：2020,依托单位： 华东理工大学,关键词： SPS措施； 嵌套Logit模型； 农产品质量； 前沿距离模型； 质量升级
10.基于数据驱动的热轧带钢产品质量在线诊断与优化方法,批准号：51704067,申请代码：E0414,项目类别：青年科学基金项目,项目负责人： 彭文,资助经费：23.0（万元）,批准年度：2017,结题年度：2020,依托单位： 东北大学,关键词： 热轧； 数据驱动； 质量诊断； 多目标优化
11.基于消费者网络评论的产品质量信息披露策略和定价研究,批准号：71671067,申请代码：G0102,项目类别：面上项目,项目负责人： 李田,资助经费：48.0（万元）,批准年度：2016,结题年度：2020,依托单位： 华东理工大学,关键词： 定价； 消费者网络评论； 信息披露； 信号博弈
12.复杂不确定环境下基于FMEA的产品质量与可靠性管理方法研究,批准号：71671125,申请代码：G0108,项目类别：面上项目,项目负责人： 尤建新,资助经费：46.0（万元）,批准年度：2016,结题年度：2020,依托单位： 同济大学,关键词： 多准则决策方法； 故障模式及影响分析； 质量管理； 不确定理论
13.媒体报道下我国消费者农产品质量安全风险认知与购买行为形成机制研究,批准号：71703150,申请代码：G0311,项目类别：青年科学基金项目,项目负责人： 鄢贞,资助经费：19.0（万元）,批准年度：2017,结题年度：2020,依托单位： 浙江大学,关键词： 农业产业安全； 食物需求； 食物供应； 安全食品
14.超级电容器用多孔结构NiCo2S4/rGO复合材料的可控制备及性能研究,批准号：21663029,申请代码：B0505,项目类别：地区科学基金项目,项目负责人： 孙志鹏,资助经费：40.0（万元）,批准年度：2016,结题年度：2020,依托单位： 新疆维吾尔自治区产品质量监督检验研究院,关键词： 可控制备； 复合纳米材料； 镍钴硫化合物； 超级电容器； 还原氧化石墨烯
15.基于RAGE靶标研究牡丹皮萜苷组分调控食源性AGEs诱导肾系膜代谢紊乱的自噬作用与机制,批准号：81703775,申请代码：H3211,项目类别：青年科学基金项目,项目负责人： 朱毛毛,资助经费：20.0（万元）,批准年度：2017,结题年度：2020,依托单位： 南京市产品质量监督检验院,关键词： 牡丹皮； 糖尿病肾病； 自噬； RAGE； 系膜代谢紊乱
16.基于深度置信神经网络的地表覆盖质量检测方法研究,批准号：41671440,申请代码：D0113,项目类别：面上项目,项目负责人： 张继贤,资助经费：65.0（万元）,批准年度：2016,结题年度：2020,依托单位： 国家测绘产品质量检验测试中心,关键词： 特征提取； 地表覆盖分类； 质量检测； 深度置信神经网络
17.汇率变动、产品质量、成本加成定价和加工贸易企业附加值提升,批准号：71573006,申请代码：G0306,项目类别：面上项目,项目负责人： 余淼杰,资助经费：48.0（万元）,批准年度：2015,结题年度：2019,依托单位： 北京大学,关键词： 成本加成定价； 产品附加值； 汇率变动； 加工贸易企业； 产品质量
18.基于非线性视角的农产品质量安全技术的扩散规制研究,批准号：71573161,申请代码：G0403,项目类别：面上项目,项目负责人： 宋英杰,资助经费：48.0（万元）,批准年度：2015,结题年度：2019,依托单位： 山东工商学院,关键词： 技术扩散； 农产品质量安全； 政府规制； 非线性视角
19.基于元动作单元建模的机电产品质量预测控制技术研究,批准号：51575070,申请代码：E0510,项目类别：面上项目,项目负责人： 张根保,资助经费：64.0（万元）,批准年度：2015,结题年度：2019,依托单位： 重庆大学,关键词： 整机质量； 关键质量特性； 机电产品； 元动作单元； 预测控制
20.农户种植行为与农产品质量安全：从粗放到标准——水稻为例,批准号：71573261,申请代码：G0311,项目类别：面上项目,项目负责人： 吕新业,资助经费：48.0（万元）,批准年度：2015,结题年度：2019,依托单位： 中国农业科学院农业经济与发展研究所,关键词： 农产品质量安全； 农户种植行为； 水稻； 标准化生产； 粗放经营
21.基于差异化消费者环保意识的环保产品质量与价格策略研究,批准号：71602103,申请代码：G0211,项目类别：青年科学基金项目,项目负责人： 张玲红,资助经费：17.0（万元）,批准年度：2016,结题年度：2019,依托单位： 山东师范大学,关键词： 环保质量； 价格； 政府政策； 消费者环保意识
22.考虑策略消费者行为的供应链产品质量和价格联合决策研究,批准号：71602040,申请代码：G0211,项目类别：青年科学基金项目,项目负责人： 陈雯,资助经费：17.0（万元）,批准年度：2016,结题年度：2019,依托单位： 广州大学,关键词： 供应链协调； 分散决策； 质量； 集中决策
23.聚乙二醇强化钛液水解晶种活性及偏钛酸产品质量调控研究,批准号：21606241,申请代码：B0816,项目类别：青年科学基金项目,项目负责人： 王伟菁,资助经费：20.0（万元）,批准年度：2016,结题年度：2019,依托单位： 中国科学院过程工程研究所,关键词： 聚乙二醇； 水解； 晶体生长； 晶种； 界面调控
24.网络外部性环境下的供应链竞争演化博弈模型研究,批准号：71571086,申请代码：G0109,项目类别：面上项目,项目负责人： 易余胤,资助经费：48.0（万元）,批准年度：2015,结题年度：2019,依托单位： 暨南大学,关键词： 演化均衡； 演化博弈； 供应链竞争； 网络外部性； 产品质量
25.三维多孔g-C3N4/Cu2O光催化材料的结构调控及光生电荷传输行为研究,批准号：51602275,申请代码：E0208,项目类别：青年科学基金项目,项目负责人： 陈琳,资助经费：20.0（万元）,批准年度：2016,结题年度：2019,依托单位： 新疆维吾尔自治区产品质量监督检验研究院,关键词： 石墨相氮化碳； 三聚氰胺泡沫； 载流子迁移； 光催化； 异质结
26.中国出口产品质量升级问题研究,批准号：71473133,申请代码：G0309,项目类别：面上项目,项目负责人： 李坤望,资助经费：62.0（万元）,批准年度：2014,结题年度：2018,依托单位： 南开大学,关键词： 转型； 非价格竞争； 质量升级； 中国出口
27.挂面干燥过程面筋蛋白结构变化与产品质量构效关系研究,批准号：31501527,申请代码：C2006,项目类别：青年科学基金项目,项目负责人： 张影全,资助经费：19.0（万元）,批准年度：2015,结题年度：2018,依托单位： 中国农业科学院原子能利用研究所,关键词： 挂面； 面筋蛋白； 分子结构； 构效关系； 干燥
28.中国农产品质量竞争力研究-基于出口优势产品的实证分析,批准号：71463009,申请代码：G0311,项目类别：地区科学基金项目,项目负责人： 江东坡,资助经费：34.0（万元）,批准年度：2014,结题年度：2018,依托单位： 贵州大学,关键词： 农产品； 贸易； 竞争力； 标准； 质量
29.氟硼酸铅紫外非线性光学晶体的制备及性能研究,批准号：21461026,申请代码：B0502,项目类别：地区科学基金项目,项目负责人： 李弘毅,资助经费：50.0（万元）,批准年度：2014,结题年度：2018,依托单位： 新疆维吾尔自治区产品质量监督检验研究院,关键词： 晶体结构； 氟硼酸盐； 紫外非线性光学晶体； 光学性能
